,Formulas
43633,V3 Cu1 O8
43634,V12 Cu4 O32
43635,Cu2 O4 F2
43636,Cu2 O4 F2
43637,Cu2 O4 F2
43638,Be1 Cu1 Br1
43639,Pr2 Ga5 Cu3
43640,Na8 Cu12 O10
43641,La2 Cu2 O6
43642,La1 Cu1 O3
43643,Cs2 Cu4 Br6
43644,Pr2 Cu3 Sn3
43645,Pr2 Cu3 Sn3
43646,Li1 Mg2 Cu1
43647,Mg14 Cu1 Sb1
43648,Mg14 Cu1 Sb1
43649,Cu3 Ru1 N1
43650,Mn13 Cu11 O32
43651,Cu24 Sb8 S24
43652,Cu12 Sb4 S12
43653,Cu12 Sb4 S12
43654,Ca1 Mg14 Cu1
43655,Ca1 Mg14 Cu1
43656,Sc2 Cu2 Se4
43657,Sc8 Cu8 Se16
43658,Sc1 Cu1 Se2
43659,Ce1 Cu1 N2
43660,Y2 Cu4 O8
43661,Y2 Cu4 O8
43662,Tm2 Cu1 Ir1
43663,U2 Cu2 As4
43664,U2 Cu2 As4
43665,Y2 Cu1 Au1
43666,Y2 Cu1 Au1
43667,Tl1 Cu2 Se2
43668,Zr2 Ga3 Cu1
43669,V12 Cu10 O33
43670,Li8 Cu4 N4
43671,Nd1 Cu2 Ge2
43672,Zr3 Cu4 Si6
43673,Fe8 Cu4 S12
43674,Fe8 Cu4 S12
43675,Fe8 Cu4 S12
43676,Fe2 Cu1 S3
43677,Cr2 Cu2 S8
43678,K2 Cu1 H4
43679,Ba2 Cu18 Si8
43680,Y3 Cu4 Ge4
43681,Ac2 Cu1 Ir1
43682,Mn1 Ga1 Cu2
43683,Dy2 Ga5 Cu12
43684,Th1 Cu2 P2
43685,Cu8 Mo24 Br56
43686,Cu6 Sb2 S8
43687,Cu3 Sb1 S4
43688,Cu6 Sb2 S8
43689,Sc1 Cu4 Sn1
43690,Na36 Cu8 O28
43691,Na36 Cu8 O28
43692,La2 Mg12 Cu2
43693,La2 Mg12 Cu2
43694,Ce1 Mg14 Cu1
43695,Tl1 Cu1 Pd2
43696,Ti1 Cu1 Rh2
43697,Mg1 Zn1 Cu2
43698,In3 Cu1 Se5
43699,Na36 Cu12 O36
43700,Na12 Cu4 O12
43701,Be2 Cu1 Ru1
43702,Cr1 Cu1 B1
43703,Cu2 Ag1 Au1
43704,Cu2 W2 Se4
43705,Sm1 In1 Cu2
43706,Y1 Ho1 Cu2
43707,Cs8 Cu4 Br12
43708,Fe10 Cu1 N8
43709,Mn1 Cu2 Cl4
43710,K1 Cu2 S2
43711,Y2 Ga3 Cu1
43712,Mn2 In2 Cu8
43713,Er2 Zn1 Cu1
43714,Zn4 Cu2 Au2
43715,Zn2 Cu1 Au1
43716,Li12 Cu4 O8
43717,K4 Cu4 S4
43718,Cr4 Cu2 Te8
43719,Pm1 Dy1 Cu2
43720,Co9 Cu3 O16
43721,Co9 Cu3 O16
43722,Ce2 Ga5 Cu3
43723,Ba8 Cu6 Si40
43724,Ce1 Al2 Cu3
43725,Ce1 Al2 Cu3
43726,Y2 Cu1 Ni1
43727,Cu6 Bi1 S6
43728,Hf1 Mg1 Cu2
43729,Ga2 Cu2 Te4
43730,Ga1 Cu1 Te2
43731,Ga2 Cu2 Te4
43732,Ga1 Cu1 Te2
43733,Ga1 Cu1 Te2
43734,Tb4 Cu20 Sn4
43735,Sc1 Cu3 N3
43736,In6 Cu6 O16
43737,Zr3 Cu1 F6
43738,Er3 In3 Cu3
43739,Cu8 W4 O16
43740,Cu8 W4 O16
43741,Cu8 W4 O16
43742,Cu8 W4 O16
43743,Cu8 W4 O16
43744,Cu8 W4 O16
43745,Cu8 W4 O16
43746,Rb1 Cu1 O3
43747,Zr1 Cu1 Au2
43748,Y1 Mg1 Cu4
43749,Ho3 Cu4 Ge4
43750,Ca2 Cu6 O8
43751,Y3 Ga9 Cu2
43752,Ce2 Cu2 Pb2
43753,Cs2 Cu2 O4
43754,La3 Mg3 Cu3
43755,Er2 Al3 Cu1
43756,Gd2 Cu2 Pb2
43757,Mg4 Cu4 O8
43758,Mg4 Cu4 O8
43759,Mg4 Cu4 O8
43760,Mg4 Cu4 O8
43761,Mg2 Cu2 O4
43762,Mg2 Cu2 O4
43763,Cu27 C1 O1
43764,Cr1 Cu1 S2
43765,Cr1 Cu1 S2
43766,Cr1 Cu1 S2
43767,Pm1 Al1 Cu2
43768,Tb1 Cu2 Ge2
43769,Hf4 Cu4 Si4
43770,Tm3 Cu4 Ge4
43771,U1 Cu3 Pd2
43772,La2 Al7 Cu1
43773,Mg12 Cu30 O42
43774,Hf4 Cu2 Si8
43775,Zr2 Cu3 Sb3
43776,Li2 Zn1 Cu3
43777,Lu2 Zn1 Cu1
43778,Yb1 Al1 Cu5
43779,Er2 Cu1 Sb3
43780,Li2 Cu4 F10
43781,Li4 Cu8 F20
43782,Li2 Cu4 F10
43783,Li8 Cu16 F40
43784,Ho2 Cu4 O8
43785,Fe4 Cu2 Ge4
43786,Pa1 Al1 Cu2
43787,Tm6 Cu22 Si8
43788,Al2 Cu4 Re4
43789,Eu2 Cu8 Sn4
43790,Ca2 Ga2 Cu2
43791,Ba2 Cu2 Bi2
43792,Tb4 Cu1 Pt3
43793,Nd2 Al4 Cu18
43794,Ta22 Cu3 S36
43795,Sm1 Cu2 Ge2
43796,Cd1 Cu1 Pd2
43797,Nd1 In1 Cu2
43798,Cu23 Pd1 N8
43799,Tb2 Cu2 As4
43800,Ce6 Cu24 P12
43801,Nd2 Ga5 Cu3
43802,Al2 Cu1 Pd1
43803,Al2 Cu1 Pd1
43804,Al2 Cu1 Pd1
43805,Mg1 Cu1 Pt2
43806,Ce1 Y1 Cu4
43807,Al4 Cu6 S12
43808,Na16 Cu8 O16
43809,Na4 Cu2 O4
43810,Na4 Cu2 O4
43811,Na2 Cu1 O2
43812,Na2 Cu1 O2
43813,Sc2 Cu1 Pd1
43814,Sc2 Cu1 Pd1
43815,Pr5 Cu1 Se8
43816,Th4 In4 Cu20
43817,Yb2 Cu1 Rh1
43818,Li4 Cu10 F24
43819,Gd3 Cu4 Ge4
43820,Pr4 Cu2 O8
43821,Pr2 Cu1 O4
43822,Pr2 Cu1 O4
43823,Cu5 Si4 O14
43824,Cu20 Si16 O56
43825,Cu20 Si16 O56
43826,Cu4 P4 O16
43827,Cu4 P4 O16
43828,Cu2 P2 O8
43829,Cu4 P4 O16
43830,Cu1 P1 O4
43831,Cu6 P6 O24
43832,Tb3 In3 Cu3
43833,Cu1 Bi1 O3
43834,Mg7 Cu17 O24
43835,Cu12 Te4 O32
43836,Y1 In1 Cu2
43837,Ti3 Cu1 O8
43838,Dy3 Cu4 Si4
43839,Ti1 Cu3 O4
43840,Ti1 Cu3 O4
43841,Ti2 Cu6 O8
43842,Ti1 Cu3 O4
43843,Ti1 Cu3 O4
43844,Ce1 Cu1 Si1
43845,Ce2 Cu2 Si2
43846,Ta1 Cu3 S4
43847,Li12 Al26 Cu16
43848,Ce1 Co4 Cu1
43849,Li10 Cu6 F28
43850,Sc2 Cu6 Se6
43851,Ho1 Cd1 Cu4
43852,Tl2 Cu2 Se4
43853,Li3 Cu4 O4
43854,Mg14 Co1 Cu1
43855,Cu1 Hg2 N2
43856,Li12 Cu11 As12
43857,Cu5 Sn2 Te7
43858,Li6 Cu1 F8
43859,Li6 Cu1 F8
43860,Cu2 Pb2 Br6
43861,Al28 Fe4 Cu8
43862,Cu8 Re12 S24
43863,Li14 Cu2 O8
43864,Dy1 Ga2 Cu3
43865,Li4 Cu4 F8
43866,Li1 Cu1 F2
43867,Mn20 Cu10 O40
43868,Mn24 Cu12 O48
43869,Mn4 Cu2 O8
43870,Mn4 Cu2 O8
43871,Mn4 Cu2 O8
43872,Mn4 Cu2 O8
43873,Mn4 Cu2 O8
43874,Mn12 Cu6 O24
43875,Mn4 Cu2 O8
43876,Mn16 Cu8 O32
43877,Mn4 Cu2 O8
43878,Mn4 Cu2 O8
43879,Pr8 In12 Cu36
43880,Ca2 Cu2 P2
43881,U2 Ga5 Cu3
43882,Y1 In1 Cu4
43883,U1 Al7 Cu5
43884,Yb8 Cu8 O20
43885,Sr3 Cu3 O9
43886,Sr6 Cu6 O18
43887,Sr1 Cu1 O3
43888,Ba2 Cu2 Sn4
43889,Hf1 Cu2 Au1
43890,Rb2 Cu2 O4
43891,Mg14 Cu1 Bi1
43892,Mg14 Cu1 Bi1
43893,Tb1 Cu2 Ni3
43894,La1 Al1 Cu4
43895,La1 Al1 Cu4
43896,Ti1 Cu1 Hg2
43897,Cu6 B12 O24
43898,Ca8 Cu10 O20
43899,Tb2 Cu1 Ge6
43900,Cu1 Ge1 I3
43901,Cu2 Ge2 I6
43902,Cu8 Te8 Br8
43903,Er2 Cu2 As4
43904,V12 Cu2 O30
43905,V12 Cu2 O30
43906,Ca10 Cu2 N8
43907,Cu4 C8 O24
43908,In2 Cu2 Ni2
43909,Ga5 Cu1 Te8
43910,Pr4 Cu4 Se8
43911,Al1 Cu1 Rh2
43912,Al1 Cu1 Rh2
43913,Tb4 Mg16 Cu4
43914,Gd1 Lu1 Cu2
43915,Ca6 Cu2 Sn7
43916,Ti22 Cu2 P16
43917,Mg14 Zr1 Cu1
43918,Mg14 Zr1 Cu1
43919,Tm1 Cu1 Ge1
43920,Tm2 Cu2 Ge2
43921,Na2 Cu6 F14
43922,Ho4 Cu4 S8
43923,Ho4 Cu4 S8
43924,Li1 Zn1 Cu2
43925,Li1 Zn1 Cu2
43926,Th1 Cu1 O3
43927,Cu2 As2 O6
43928,Cu2 As2 O6
43929,Cu8 Mo10 O34
43930,Tb6 Cu40 Sb22
43931,Zr4 Cu2 H10
43932,Dy2 Ga3 Cu1
43933,Cu4 Pb2 O4
43934,Al1 Cu1 Pd2
43935,Al1 Cu1 Pd2
43936,Sc1 Ga1 Cu2
43937,Cu2 Cl8 O4
43938,Cs1 Mg14 Cu1
43939,Cs1 Mg14 Cu1
43940,Cu2 Pd1 Pt1
43941,Er2 Fe3 Cu1
43942,Sm1 Be1 Cu4
43943,Cu6 Sn1 Ge1
43944,Tl1 Cu4 S3
43945,Ca1 Cu2 F8
43946,Ti1 Cu1 O3
43947,Ti1 Cu1 O3
43948,U4 Cu20 Sn4
43949,V2 Cu1 O6
43950,V2 Cu1 O6
43951,V2 Cu1 O6
43952,Pm1 Cu2 Sn1
43953,U2 Ga4 Cu12
43954,Cu12 Sn21 S48
43955,Cu4 Sn7 S16
43956,Ca2 Mg12 Cu2
43957,Ca2 Mg12 Cu2
43958,Cu3 B5 Pt9
43959,Cr4 Cu2 Se8
43960,Sc1 Zn2 Cu1
43961,Sc1 Zn2 Cu1
43962,Zr1 Al1 Cu2
43963,Zr1 Al1 Cu2
43964,Tm2 Cu1 Os1
43965,Tb1 Al3 Cu2
43966,Zr4 Cu4 Sn4
43967,Y3 Mg3 Cu3
43968,Y1 Mg1 Cu1
43969,Gd1 Cu1 Si1
43970,Gd2 Cu2 Si2
43971,Yb1 In1 Cu4
43972,Cu4 S2 O8
43973,Cu4 S2 O8
43974,Zr2 Ga2 Cu2
43975,Zr2 Ga2 Cu2
43976,Rb6 Cu4 Cl14
43977,La1 Cd2 Cu1
43978,Ho10 Cu2 Pb6
43979,Nd1 Cu1 Ni4
43980,Y1 Be1 Cu4
43981,Co5 Cu1 S8
43982,Ca2 Cu1 O3
43983,Ca2 Cu1 O3
43984,Yb8 Cu4 Sn10
43985,Zr1 Cu1 Hg2
43986,Mg12 Fe2 Cu2
43987,Mg12 Fe2 Cu2
43988,Tb3 Cu4 Sn4
43989,Gd1 Cu1 O3
43990,Ti1 Cu1 F6
43991,Cu6 P2 Se8
43992,Cu8 P6 O24
43993,Cu8 P6 O24
43994,Cu16 P12 O48
43995,Y2 Al1 Cu1
43996,K24 Cu8 O16
43997,Cu1 Hg1 O3
43998,Ti16 Cu8 O4
43999,Ti16 Cu8 O4
44000,Cu4 Bi4 S8
44001,Li12 Cu16 F60
44002,Pr2 Cd4 Cu18
44003,Nd2 Cu1 Ir1
44004,Mg11 Cu2 O13
44005,Li1 Cu1 Ag2
44006,Cu5 P2 O12
44007,Cu10 P4 O24
44008,Cu10 P4 O24
44009,Li2 Cu3 F8
44010,Li2 Cu3 F8
44011,Li4 Cu6 F16
44012,Li8 Cu12 F32
44013,Lu2 Cu1 Os1
44014,Tm3 Cu4 Sn4
44015,Tm3 Cu4 Sn4
44016,Tm3 Cu4 Sn4
44017,Pr1 Al3 Cu1
44018,Li14 Cu24 S20
44019,Ti2 Cu4 Te6
44020,Y1 Tm1 Cu2
44021,La12 Cu12 O30
44022,La6 Cu6 O15
44023,La12 Cu12 O30
44024,La4 Cu4 O10
44025,La4 Cu4 O10
44026,La4 Cu4 O10
44027,Ca7 Cu17 O24
44028,Be4 Cu1 Ge1
44029,Pr2 Cu3 Sn6
44030,Pm2 Cu1 Ru1
44031,Eu1 Cu3 Pd2
44032,Fe5 Cu1 O8
44033,Fe5 Cu1 O8
44034,Fe5 Cu1 O8
44035,Cu2 As1 O6
44036,Cu3 Bi4 I16
44037,Y10 Mg16 Cu10
44038,Al1 Cu1 Ni6
44039,Na1 Cu4 S4
44040,Tb2 Zn1 Cu1
44041,Cu4 Te8 Br4
44042,Sr1 Cu2 Sn2
44043,Tb12 Cu4 Se24
44044,Cu2 Au2 Se8
44045,K3 Cu2 H7
44046,U2 Ga2 Cu2
44047,U2 Ga2 Cu2
44048,Tb1 In7 Cu5
44049,Ca1 In6 Cu6
44050,Ho2 Mg4 Cu18
44051,Sm4 Mg2 Cu4
44052,Ga32 Cu12 W8
44053,La6 Cu4 S14
44054,Cu3 As2 O8
44055,Cu6 As4 O16
44056,Cu12 As8 O32
44057,Nb16 Cu4 O42
44058,Lu1 Al6 Cu6
44059,Tb4 Cu5 P7
44060,Ce1 Cu1 O3
44061,Be2 Cu1 Pd1
44062,Zr8 Cu2 P2
44063,Nd1 In6 Cu6
44064,Ba4 Cu2 O8
44065,V1 Cu3 Te4
44066,Cu6 Ge1 Sb1
44067,Pr4 Cd2 Cu4
44068,Rb8 Cu4 Cl12
44069,K1 Mg14 Cu1
44070,K1 Mg14 Cu1
44071,Li12 Cu4 O12
44072,Dy3 In3 Cu3
44073,Lu2 Cu1 As3
44074,Ce2 Cu2 Sn2
44075,Ce2 Cu2 Sn2
44076,Sc1 Cu1 O2
44077,Sc2 Cu2 O4
44078,Ca2 Cu6 P5
44079,Zr1 Cd1 Cu2
44080,Na4 Cu4 F12
44081,Tm1 Cu1 Te2
44082,Tm1 Cu1 Te2
44083,Ce1 Cd1 Cu1
44084,Ce3 Cd3 Cu3
44085,U2 Cu2 Bi4
44086,Sm2 Cu2 P4
44087,Y10 Cu2 Pb6
44088,Pm2 Ga1 Cu1
44089,Li2 Cu1 Sn1
44090,Hf2 Cu1 Rh1
44091,Y2 Zn1 Cu1
44092,Y2 Zn1 Cu1
44093,Ta2 Cu2 S4
44094,Ga40 Cu1 Mo8
44095,Er2 Fe2 Cu2
44096,Ti5 Cu1 S10
44097,Li6 Cu6 F24
44098,Li6 Cu6 F24
44099,Li4 Cu4 F16
44100,Li4 Cu4 F16
44101,Li2 Cu2 F8
44102,Li2 Cu2 F8
44103,Li4 Cu4 F16
44104,Li8 Cu8 F32
44105,Li2 Cu2 F8
44106,Fe9 Cu3 O16
44107,Fe9 Cu3 O16
44108,Fe9 Cu3 O16
44109,Tb1 Al1 Cu4
44110,Gd1 Cu2 Si2
44111,Pm2 Cu1 Pt1
44112,Li1 Cu3 O3
44113,Li2 Cu6 O6
44114,Li4 Cu12 O12
44115,Li1 Cu3 O3
44116,Cu2 Si4 P6
44117,Cu1 Si2 P3
44118,Cu1 Si2 P3
44119,Pm1 Ho1 Cu2
44120,La12 Cu6 O24
44121,La2 Cu1 O4
44122,La4 Cu2 O8
44123,La4 Cu2 O8
44124,La2 Cu1 O4
44125,La2 Cu1 O4
44126,Pr1 Cu1 Ge1
44127,Cu12 B4 O20
44128,Cu12 B4 O20
44129,Mg2 Ga1 Cu1
44130,Pr3 Cu4 Sn4
44131,Pr3 Al3 Cu3
44132,Pr3 Al3 Cu3
44133,Na4 Cu8 S6
44134,Cu1 Si1 Tc2
44135,Mg1 Sc1 Cu2
44136,Rb1 Cu2 O10
44137,Ba5 Al3 Cu2
44138,Nd2 Cu1 Sb3
44139,Pr2 In4 Cu18
44140,Ba1 Cu4 As2
44141,Ba4 Cu10 F28
44142,Ce6 Cu6 Sb8
44143,Ba2 Cu1 O3
44144,Tl1 Cu7 Se4
44145,Tl1 Cu7 Se4
44146,Cu7 S4 N1
44147,Ti2 Cu2 Sn2
44148,Yb8 Cu16 As12
44149,Cu1 Mo1 F6
44150,Cu1 Mo1 F6
44151,Cu1 Mo1 F6
44152,Gd2 Cu4 Sn4
44153,Nd1 Ga3 Cu1
44154,Ba4 Cu6 P8
44155,K1 Cu2 Se2
44156,Lu1 Al8 Cu4
44157,Sc2 Co1 Cu1
44158,Sc2 Co1 Cu1
44159,Pr2 Cu2 Sb4
44160,Y16 Cu24 O60
44161,Y16 Cu24 O60
44162,U2 Cu2 O12
44163,Ce1 Ga3 Cu1
44164,Hf10 Cu1 Sn7
44165,Yb3 Cu4 Ge4
44166,Hf10 Cu2 Pb6
44167,La2 Ga1 Cu1
44168,Er3 Cu4 Sn4
44169,Er3 Cu4 Sn4
44170,Sr1 Cu1 Ge1
44171,Y4 Mg16 Cu4
44172,Nd2 Cu1 Ge6
44173,Ac2 Cu1 Ru1
44174,Cr8 Cu4 S16
44175,Cr4 Cu2 S8
44176,Cr2 Cu1 S4
44177,Cr4 Cu2 S8
44178,Cr8 Cu4 S16
44179,Cr8 Cu4 S16
44180,Cr8 Cu4 S16
44181,Cr8 Cu4 S16
44182,Gd2 Cu1 Au1
44183,La16 Cu8 O31
44184,La6 Zn1 Cu1
44185,V4 Cu3 O12
44186,Mg4 Cu1 O5
44187,Mg4 Cu1 O5
44188,Ba6 Cu34 S27
44189,Ho1 Al1 Cu4
44190,Sm1 Al8 Cu4
44191,Hf4 Cu1 Si4
44192,Y2 Cu1 Pd1
44193,Li47 Cu7 N18
44194,Mg10 Cu2 N8
44195,Ho2 Cu1 Ge4
44196,Th1 Cu1 N2
44197,Li1 Al2 Cu1
44198,Nd6 Cu24 P12
44199,Zn2 Cu8 O12
44200,Be4 Al1 Cu1
44201,Tl2 Cu6 Se4
44202,Sc1 Al1 Cu2
44203,Sc1 Al1 Cu2
44204,Pr2 Cu2 Sn2
44205,Na12 Cu4 O8
44206,Na48 Cu16 O32
44207,Na6 Cu2 O4
44208,Na24 Cu8 O16
44209,Na12 Cu4 O8
44210,Na6 Cu2 O4
44211,Ti27 Cu1 P16
44212,Nd2 In3 Cu1
44213,Nd2 In3 Cu1
44214,Tm1 In7 Cu5
44215,Nd2 In4 Cu18
44216,In1 Cu1 O2
44217,In2 Cu2 O4
44218,Y1 Mg1 Cu2
44219,Cu8 P8 O24
44220,Cu8 P8 O24
44221,Cu6 P6 O18
44222,Eu2 Cu1 Te4
44223,Cu12 Sn4 Au4
44224,Yb46 Mg8 Cu14
44225,Be2 Cu1 Rh1
44226,Cu1 Hg1 O2
44227,Cu1 Hg1 O2
44228,Rb2 Cu6 S4
44229,Hf4 Cu1 Si3
44230,Mn10 Cu1 Ge5
44231,Cu4 Te8 Cl4
44232,Cu3 I4 N4
44233,Cu3 I4 N4
44234,Cu3 I4 N4
44235,Y4 Cu19 Pb1
44236,Cs2 Cu2 O2
44237,Ce1 Mg6 Cu1
44238,Ce1 Mg6 Cu1
44239,Rb2 Cu4 Br6
44240,Sr19 Cu19 O41
44241,Mn12 Al62 Cu4
44242,Y2 Cu1 Rh1
44243,Sc4 Cu4 Si4
44244,Sc3 Cu3 Si3
44245,Co4 Cu2 Ge4
44246,Tl2 Cu1 Se2
44247,Tl2 Cu1 Se2
44248,Cu2 P2 O7
44249,Cu2 P2 O7
44250,Cu4 P4 O14
44251,Nd4 Cu2 O7
44252,Ba6 Cu2 N6
44253,La3 Cu3 Pd3
44254,Nd3 Cu4 Ge4
44255,Al2 Fe1 Cu1
44256,V2 Cu2 S8
44257,K8 Cu4 Br12
44258,Ho1 Al3 Cu1
44259,Ce2 Zn3 Cu7
44260,Mg2 Cu2 F8
44261,Ho1 Cu1 O3
44262,Rb1 Cu1 S3
44263,Sr2 Cu2 P2
44264,Y4 Cu20 Sn4
44265,Rb4 Cu4 Cl12
44266,Rb4 Cu4 Cl12
44267,Rb4 Cu4 Cl12
44268,Rb2 Cu2 Cl6
44269,Rb2 Cu2 Cl6
44270,Sc2 Tl1 Cu1
44271,Fe4 Cu8 S8
44272,Fe4 Cu8 S8
44273,La4 Cu5 As8
44274,Sm2 Cu3 Sn3
44275,Er2 Co3 Cu1
44276,Mg4 Ga4 Cu4
44277,Ti2 Cu1 Rh1
44278,Tb3 Cu4 Si4
44279,Pr2 Cu1 Ru1
44280,Cu3 Mo4 O12
44281,Cu3 Mo4 O12
44282,Cu3 Mo4 O12
44283,Cu3 N1 F3
44284,Yb1 In6 Cu6
44285,Ba1 Ga1 Cu2
44286,Nd1 In7 Cu5
44287,Ca4 Cu4 O8
44288,Ca4 Cu4 O8
44289,Ca4 Cu4 O8
44290,Ca4 Cu4 O8
44291,Ca2 Cu2 O4
44292,Ca1 Cu1 O2
44293,Cu4 Bi5 S10
44294,Sr8 Cu4 F24
44295,Sr4 Cu2 F12
44296,In2 Cu1 Se4
44297,Li2 Cu4 P2
44298,Nd10 Cu2 Bi6
44299,Zr2 Cu1 Os1
44300,Cu12 S4 O32
44301,Yb1 Ga2 Cu3
44302,Tl2 Cu4 O4
44303,Ac2 Ga1 Cu1
44304,Pr2 Al7 Cu1
44305,K3 Cu8 S6
44306,Cd8 Cu7 P30
44307,Cu2 Si4 N6
44308,Li2 Mg12 Cu2
44309,Li2 Mg12 Cu2
44310,Dy2 Cu1 Sb3
44311,Eu2 Cu1 Rh1
44312,Cu4 Cl4 O4
44313,Cu16 Cl16 O16
44314,Ca2 Cu4 O8
44315,Ca8 Cu16 O32
44316,Ca2 Cu4 O8
44317,Ca4 Cu8 O16
44318,Ca4 Cu8 O16
44319,Ca4 Cu8 O16
44320,Ca2 Cu4 O8
44321,Ca2 Cu4 O8
44322,Ca2 Cu4 O8
44323,Ca2 Cu4 O8
44324,Ca6 Cu12 O24
44325,Ca6 Cu12 O24
44326,Ca2 Cu4 O8
44327,Ca2 Cu4 O8
44328,Cu2 Ni8 O10
44329,Cu1 Ni4 O5
44330,Pa1 Cu2 Sn1
44331,Mg7 Cu2 O9
44332,K4 Cu2 As2
44333,Er1 Cu4 Au1
44334,Nb6 Cu4 Te12
44335,Pm2 Cu1 Os1
44336,Hf2 Cu4 Te6
44337,Ce2 Cu4 Sn4
44338,Cu8 S2 O24
44339,Sm31 Cu3 Se48
44340,U2 Cu4 Sn4
44341,Tb2 Cu2 Ge2
44342,Tb2 Cu2 Ge2
44343,Tb1 Cu1 Ge1
44344,Tb2 Mg4 Cu18
44345,Li1 Cu1 N1
44346,Al2 Cu6 O12
44347,Al1 Cu3 O6
44348,Al2 Cu6 O12
44349,Na3 Cu2 O4
44350,Na12 Cu8 O16
44351,Y6 Ga8 Cu4
44352,Cu12 Sb4 Se12
44353,Cu8 N1 O11
44354,Pr4 Mg2 Cu4
44355,Sm4 Cu5 P7
44356,Sm2 Ga5 Cu3
44357,Cu2 B2 C1
44358,Cu2 B2 C1
44359,Mg1 Cu4 O8
44360,Mg1 Cu4 O8
44361,Mg1 Cu4 O8
44362,Cu3 As1 F12
44363,Cr3 Cu1 O8
44364,V1 Cu3 S4
44365,Cu58 Ag24 As28
44366,Ca1 Cu1 Si1
44367,Cu3 Pd1 Au4
44368,Er3 Cu4 Si4
44369,Ba2 Cu18 Ge8
44370,Sr4 In24 Cu28
44371,Hf1 Cu2 P2
44372,La2 Cu1 Ir1
44373,Ho2 Cu1 Tc1
44374,Li1 Cu5 F12
44375,Cu2 B3 Ir4
44376,Cu2 Mo12 S16
44377,Cu2 Ag2 S2
44378,Cu4 Ag4 S4
44379,Cu2 Ag2 S2
44380,Cu2 Ag2 S2
44381,La8 In12 Cu36
44382,Dy1 Cu4 Pd1
44383,Ho2 Cu2 P4
44384,La5 Cu5 O13
44385,In1 Cu1 Te2
44386,In2 Cu2 Te4
44387,In1 Cu1 Te2
44388,In1 Cu1 Te2
44389,Tb2 Ga3 Cu1
44390,Tm1 Cu2 S2
44391,K1 Cu4 As2
44392,Pr2 Mn2 Cu20
44393,Yb1 Al8 Cu4
44394,Zr1 Cu4 Ag1
44395,Pm2 Cu1 Si1
44396,Pr1 In6 Cu6
44397,Dy1 Ga3 Cu1
44398,Ce4 Mg2 Cu4
44399,Nd5 Cu5 O13
44400,Nd5 Cu5 O13
44401,Y1 Cu1 F5
44402,Ti2 Cu1 Re1
44403,Ti2 Cu1 Re1
44404,Al36 Co12 Cu3
44405,Dy2 Cu1 Pt1
44406,Ca2 Cu2 F10
44407,Ca4 Cu4 F20
44408,Ca2 Cu2 F10
44409,U4 In4 Cu20
44410,Nd1 Ga2 Cu2
44411,La2 Cu8 P6
44412,Er2 Cu2 Ge2
44413,Er2 Cu2 Ge2
44414,Er1 Cu1 Ge1
44415,La30 Cu2 Ge18
44416,Ho3 Cu4 Si4
44417,Sm12 Cu4 Se24
44418,Sm12 Cu4 Se24
44419,Pm2 Cu1 Ni1
44420,Ce2 Fe2 Cu2
44421,Ta16 Cu9 O48
44422,Ta2 Cu1 Re1
44423,Dy6 Cu22 Si8
44424,Nb2 Cu2 Te4
44425,Ca2 In3 Cu1
44426,Er1 Al6 Cu6
44427,Dy1 In1 Cu4
44428,Ca2 Cd4 Cu18
44429,Yb1 Cd1 Cu4
44430,Sr6 Cu16 Sn8
44431,Eu2 Cu18 Sn8
44432,Sm1 Co4 Cu1
44433,Sm2 Mg4 Cu18
44434,Cu8 W24 Cl56
44435,Mn2 Cu1 Ge1
44436,Ce1 Cu2 Ge2
44437,Zr6 Cu1 Bi2
44438,Sr2 Cu8 Sn4
44439,Al5 Cu1 Mo2
44440,Mn1 Cu1 Au2
44441,Li3 Cu2 O4
44442,Li3 Cu2 O4
44443,Li3 Cu2 O4
44444,Zn2 Co1 Cu1
44445,Y2 Cu2 Sn2
44446,Mg1 In1 Cu4
44447,Er1 Lu1 Cu2
44448,Mg12 Cr2 Cu2
44449,Mg12 Cr2 Cu2
44450,Nd4 Mg2 Cu4
44451,Yb2 Cu1 Pd1
44452,Zr2 Cu1 Ru1
44453,Tm1 Cu2 Ge2
44454,Tm1 Cu2 Ge2
44455,Cu24 P8 O56
44456,Sm2 In4 Cu18
44457,Cs12 Cu20 O16
44458,Sc2 Cu1 Au1
44459,Eu2 In8 Cu2
44460,Yb1 Al6 Cu6
44461,Ti4 Cu3 O12
44462,Nb1 Cu3 S4
44463,Cu4 P12 O36
44464,Cu4 P12 O36
44465,Cu4 P12 O36
44466,Hf4 Cu2 Ge8
44467,Ho2 Cu6 S6
44468,Ho2 Cu6 S6
44469,Tl1 Cu1 F3
44470,Cu2 Si1 O4
44471,Cu1 Sb1 Pd2
44472,Cu6 O1 F11
44473,Cu6 O1 F11
44474,Cu6 O1 F11
44475,Cu6 O1 F11
44476,Cu6 O1 F11
44477,Cu6 O1 F11
44478,Mg1 Cu2 S2
44479,Ta4 Al4 Cu4
44480,Ta4 Al4 Cu4
44481,Y1 Lu1 Cu2
44482,Ca2 Cu2 Bi2
44483,K5 Cu1 Sb2
44484,Dy4 Cu20 Sn4
44485,Ce2 Cu5 Ni5
44486,Cu12 P60 I8
44487,Sm2 Cu1 O4
44488,Cr8 Cu8 O32
44489,Cr2 Cu2 O8
44490,Ca2 Cu2 F8
44491,Cr2 Cu2 O4
44492,Cr2 Cu2 O4
