,Formulas
44493,Lu3 Cu4 Si4
44494,Cu1 C1 N1
44495,Rb4 Cu8 I12
44496,Rb2 Cu4 I6
44497,Rb2 Cu4 I6
44498,Cu1 Ni9 O10
44499,Ba2 Cu2 As2
44500,V1 Cu1 O3
44501,V1 Cu1 O3
44502,V2 Cu2 O6
44503,V4 Cu4 O12
44504,Tm1 Cu1 Si1
44505,Tm2 Cu2 Si2
44506,Cu8 P4 O16
44507,Cs4 Cu4 S24
44508,Cu2 Ge4 N6
44509,Cu8 Re12 Se24
44510,La8 Cu3 O16
44511,La8 Cu3 O16
44512,La16 Cu6 O32
44513,La8 Cu3 O16
44514,Li4 Cu2 Ge2
44515,Li2 Cu1 Ge1
44516,Li2 Cu1 Ge1
44517,Ti2 Cu1 Tc1
44518,Cu1 B1 O3
44519,Ca1 Cu1 S2
44520,Lu2 Al2 Cu2
44521,Sc2 Cu1 Pt1
44522,Eu8 Cu4 S12
44523,La2 Cu1 Ge6
44524,Mg1 Cu1 S1
44525,Ba1 Cu1 Ge1
44526,Sm2 Cu1 Ge6
44527,Ce2 Cu4 Si2
44528,Tm2 Zn1 Cu1
44529,Ho2 Cu2 Sb4
44530,Cu2 Sb4 O12
44531,Cu2 Sb4 O12
44532,Cu2 Sb4 O12
44533,Ho1 In7 Cu5
44534,Cu3 As1 Se4
44535,Ce4 Cu5 Sb8
44536,Ba2 Cu1 N2
44537,Co4 Cu2 S8
44538,Mn1 Cu1 Pd2
44539,Ho1 Cu4 Ni1
44540,Cu4 N16 O24
44541,Pr1 Cu3 Pd2
44542,Y3 Al3 Cu3
44543,Y3 Al3 Cu3
44544,Y1 Cu1 O2
44545,Y2 Cu2 O4
44546,Tm2 Cu2 Sn2
44547,Mn1 Cu1 O2
44548,Cr1 Cu2 Si1
44549,Eu2 Cu2 Sn2
44550,Li4 Cu4 F14
44551,Li4 Cu4 F14
44552,Li8 Cu8 F28
44553,Li2 Cu2 F7
44554,Li8 Cu8 F28
44555,Li4 Cu4 F14
44556,Li4 Cu4 F14
44557,Sr1 Ga1 Cu2
44558,Eu2 Cu1 Si3
44559,Cu3 Te2 O10
44560,Cu3 Te2 O10
44561,Tm1 In1 Cu2
44562,Y2 Mg4 Cu18
44563,Be15 Nb6 Cu8
44564,Y2 Cu1 Os1
44565,Y2 Cu1 Os1
44566,Mn8 Ga6 Cu4
44567,Li1 Cu2 P2
44568,Tm3 Cu4 Si4
44569,La6 Cu6 Sb8
44570,Ta8 Cu8 O32
44571,Cu2 Sn2 Pd1
44572,Ba2 Cu4 O4
44573,Cu1 Pd1 Au2
44574,Cu6 Pd1 N2
44575,In1 Cu3 N3
44576,La8 In8 Cu40
44577,Ta4 Cu4 S12
44578,Tl2 Cu1 F4
44579,Tm4 Cu4 S8
44580,Tm4 Cu4 S8
44581,Ba1 Cu6 P2
44582,Zr4 Cu2 Ge8
44583,Li1 In2 Cu1
44584,Dy1 Y1 Cu2
44585,Cu6 Mo12 O42
44586,Sr2 Cu1 Pt1
44587,Y2 Co5 Cu5
44588,Tb1 Cu1 Si1
44589,Tb2 Cu2 Si2
44590,Zr1 Zn1 Cu2
44591,Zr1 Zn1 Cu2
44592,Sm4 Cd2 Cu4
44593,Ba1 Cu6 As2
44594,Ho1 Cu2 Ge2
44595,Cs2 Mg12 Cu2
44596,Cs2 Mg12 Cu2
44597,Cs1 Mg6 Cu1
44598,Th4 Cu6 Sn7
44599,Sr2 Cu6 P5
44600,Tl1 Cu1 Ir1
44601,Zr2 Cu1 H2
44602,Y2 Cu1 Ir1
44603,Cu2 W1 S4
44604,Cu2 W1 S4
44605,La2 Al3 Cu7
44606,Eu10 Cd2 Cu4
44607,Lu2 Cu4 Sn4
44608,Li4 Cu3 F10
44609,Mg14 Cd1 Cu1
44610,Mg14 Cd1 Cu1
44611,Cu3 P6 O32
44612,Cu3 P6 O32
44613,Be4 Cu1 Si1
44614,Zr1 Cu2 Au1
44615,Al2 Cu2 O4
44616,Al1 Cu1 O2
44617,Er8 Cu8 O20
44618,Na14 Cu2 O9
44619,Eu2 Cu4 Sb4
44620,Nb1 Cu6 O8
44621,Cu1 Ag1 O2
44622,Cu1 Ag1 O2
44623,Cu1 Ag1 O2
44624,Cu2 Br1 Cl1
44625,Nd2 Cu4 O8
44626,Mg14 Cr1 Cu1
44627,Mg14 Cr1 Cu1
44628,Nb24 Cu5 S40
44629,Be2 Cu1 Pt1
44630,Zr4 Cu2 Si8
44631,Gd2 Cu2 Sb4
44632,K3 Cu3 P2
44633,Ce2 Cu1 Ge3
44634,Mg14 V1 Cu1
44635,Mg14 V1 Cu1
44636,Ca6 Cd32 Cu1
44637,Cu28 P4 Se24
44638,Cu28 P4 Se24
44639,Cu28 P4 Se24
44640,Yb1 Ga1 Cu4
44641,Ho1 In1 Cu2
44642,Ba4 Cu16 S12
44643,Ba2 Cu8 S6
44644,Zr1 Cu2 Ag1
44645,Ba2 Cu20 P8
44646,Ba2 Cu20 P8
44647,Cu6 Ni1 O6
44648,Li6 Cu1 S4
44649,Li12 Cu2 S8
44650,Ho2 Cu2 Sn2
44651,Ho2 Cu2 Sn2
44652,Cu1 N6 O4
44653,La12 Cu6 O25
44654,Eu12 Cu12 Ge12
44655,Er4 Cu20 Sn4
44656,Sm4 Cu4 Se8
44657,Dy2 Cu2 Ge2
44658,Dy2 Cu2 Ge2
44659,Dy1 Cu1 Ge1
44660,Mn6 Cu8 Bi8
44661,Mn10 Cu1 N8
44662,Pr2 Cu4 Sn4
44663,Al6 Co1 Cu3
44664,Mn1 Cu1 Rh2
44665,Ti8 Cu3 Ni1
44666,Ce1 Mg2 Cu1
44667,Tb2 Fe2 Cu2
44668,Y2 In1 Cu1
44669,Th2 Cu1 Si3
44670,Cu1 Ni1 Au2
44671,Ca2 Cu8 O12
44672,In1 Cu1 Pd2
44673,Tm2 Cu1 Tc1
44674,Li12 Cu4 N8
44675,Li24 Cu8 N16
44676,Ba2 Cu2 F8
44677,Tb1 Be1 Cu4
44678,Mg12 Zr2 Cu2
44679,Mg12 Zr2 Cu2
44680,Zr3 Cu4 Ge2
44681,Tb1 Mg2 Cu1
44682,Sr2 Cu2 F8
44683,Ga2 Cu2 Cl8
44684,Co10 Cu2 O16
44685,Co10 Cu2 O16
44686,Fe1 Cu1 Pd2
44687,Al2 Cu2 Se4
44688,Al1 Cu1 Se2
44689,Be2 Cu1 Ir1
44690,Cu10 Si4 S14
44691,Tb1 Cu4 Pd1
44692,Sc13 Cu13 O33
44693,Dy1 In1 Cu2
44694,Dy6 Cu40 Sb22
44695,Eu6 Cu16 Sn8
44696,Tb1 In1 Cu2
44697,Ba2 Cu2 P2
44698,Ta2 V2 Cu2
44699,Li7 Cu2 N3
44700,Ga4 Cu2 Cl16
44701,Cu5 As2 O10
44702,Cu1 Si4 P3
44703,K3 Cu8 Se6
44704,Nd3 In3 Cu3
44705,Cu8 S12 O48
44706,Cu4 S6 O24
44707,Cu16 S24 O96
44708,Cu4 S6 O24
44709,Cu1 Pb1 O3
44710,Rb1 Cu1 Br3
44711,Mn1 Cu6 O8
44712,Mg2 Cu1 Ir1
44713,Ca1 La1 Cu2
44714,Y2 Cu1 Ag1
44715,Ho2 Cu2 Pb2
44716,Ho2 Cu2 Pb2
44717,V8 Cu20 O40
44718,Pr1 In1 Cu2
44719,Ca1 Al8 Cu4
44720,Cu4 C4 S4
44721,Ti1 Cu2 Sn1
44722,Ti1 Cu2 Sn1
44723,Er1 Cu1 Se2
44724,Fe1 Cu1 Rh2
44725,Cd1 Cu2 Rh1
44726,Er4 Cu4 S8
44727,Er4 Cu4 S8
44728,Ho2 Cu2 Ge2
44729,Ho1 Cu1 Ge1
44730,Ho2 Cu2 Ge2
44731,Sm2 Cu4 Sn4
44732,Ga1 Cu1 I4
44733,Cu2 C4 O16
44734,Cu2 C4 O16
44735,Hf1 Cu1 Hg2
44736,Cu2 Ni11 O13
44737,Li4 Cu2 As2
44738,Fe2 Cu1 N2
44739,Fe2 Cu1 N2
44740,Cu1 Te4 O12
44741,Dy1 Al1 Cu4
44742,Ce4 Co32 Cu2
44743,Sm1 Cu4 Pd1
44744,Mg14 Ti1 Cu1
44745,Mg14 Ti1 Cu1
44746,Al1 Zn1 Cu2
44747,Al1 Zn1 Cu2
44748,Hf1 Cd1 Cu2
44749,La8 Cu4 S16
44750,La2 Cu1 S4
44751,Cu2 Si2 O6
44752,Cu6 Si6 O18
44753,Cs2 Cu10 S6
44754,Cs8 Cu40 S24
44755,Cs2 Cu1 F6
44756,Cu8 P4 O20
44757,Cu8 P4 O20
44758,Mg12 Cu2 Mo2
44759,Mg12 Cu2 Mo2
44760,Tm1 Ga1 Cu2
44761,Nd12 Cu6 O25
44762,Np1 Cu2 Ge2
44763,Sc2 Cu1 Ag1
44764,In4 Cu2 S8
44765,Zr6 Be15 Cu8
44766,Zr8 Co3 Cu1
44767,Cu7 As6 Se13
44768,Hf1 Cu1 Rh2
44769,Th1 In1 Cu2
44770,Pr8 Cu2 S14
44771,Cu8 As4 O32
44772,Li2 Cu1 Au1
44773,Er1 Cu1 Si1
44774,Er2 Cu2 Si2
44775,Dy2 Cu2 Pb2
44776,Dy2 Cu2 Pb2
44777,Li8 Cu10 F34
44778,Fe9 Cu9 S16
44779,Pr2 Mg4 Cu18
44780,Li1 Cd2 Cu1
44781,Li1 Cd2 Cu1
44782,Sc2 Cu1 Ni1
44783,Sc2 Cu1 Ni1
44784,Hf10 Cu2 Sn6
44785,Li7 Cu6 O12
44786,Eu1 Cu2 Si2
44787,Tb1 Cu4 Au1
44788,La10 Cu2 Bi6
44789,Pr6 Cu24 P12
44790,Cu12 Te4 O24
44791,Gd4 Cu2 O8
44792,Gd2 Cu1 O4
44793,Tb6 Cu6 Sb8
44794,Yb4 In2 Cu4
44795,Cu6 Cl12 O84
44796,Co2 Cu4 O6
44797,Co1 Cu2 O3
44798,Er3 Cu4 Ge4
44799,Pm2 Cu1 Ir1
44800,Ce1 Ga1 Cu4
44801,Ce1 Ga1 Cu4
44802,Ca1 Cu2 P2
44803,Sc1 Cu2 Hg1
44804,Sr1 Cu4 Ag1
44805,Co2 Cu2 S8
44806,Cu9 P8 O32
44807,K1 Cu4 Sb2
44808,Hf1 Al1 Cu2
44809,Ba4 Cu8 P8
44810,Na4 Cu4 O8
44811,Na1 Cu1 O2
44812,Na2 Cu2 O4
44813,Na2 Cu2 O4
44814,Na1 Cu1 O2
44815,Na1 Cu1 O2
44816,La2 Cu3 Ni1
44817,Ho1 Lu1 Cu2
44818,Nb2 Cu1 Tc1
44819,Be2 Cu1 Ni1
44820,Nb8 Cu4 O24
44821,Nb8 Cu4 O24
44822,Na2 Cu2 Se2
44823,Er2 Cu1 Au1
44824,Y1 Cu1 Se2
44825,Ho2 Cu1 Pd1
44826,Hf6 Zn16 Cu7
44827,Ce2 Cu1 Si3
44828,Cu4 Sn1 P10
44829,Cu4 Sn1 P10
44830,Li2 Cu1 Pd1
44831,Pm1 In1 Cu2
44832,Pr2 Cu3 Ge3
44833,Pr1 Cu1 O3
44834,K6 Cu4 O8
44835,Ce2 Cu3 Sb4
44836,Cu3 As1 S4
44837,Cu6 As2 S8
44838,Cu3 As1 S4
44839,Li1 Cu2 Pd1
44840,Sc2 Cu2 Sn2
44841,Yb2 Cu6 S6
44842,Nd6 Cu6 Sb8
44843,Zr1 Cu2 P2
44844,Cs4 Cu4 Br12
44845,Gd6 Cu6 Sb8
44846,Mg14 Cu1 Si1
44847,Mg14 Cu1 Si1
44848,Hf2 Cu2 Sn2
44849,Ce4 Cd2 Cu4
44850,Al2 Cu2 Te4
44851,Al1 Cu1 Te2
44852,Sc1 Tl1 Cu2
44853,Yb1 Mg1 Cu4
44854,Tm2 Cu4 O8
44855,Sc2 Ga3 Cu1
44856,Sr2 Cu4 Sb4
44857,Zr2 Cu4 Te6
44858,Cu8 C4 O20
44859,Cu8 C4 O20
44860,U1 Cu4 Au1
44861,Zn2 Cu1 Rh1
44862,Zn2 Cu1 Rh1
44863,Cu2 Bi2 O4
44864,Cu2 Bi2 O4
44865,Nb1 Cu3 Te4
44866,Y4 Cu10 Ni24
44867,Ti10 Cu2 Sn6
44868,Zn4 Cu4 O10
44869,Yb10 Cu2 Sn6
44870,Zr1 In1 Cu2
44871,Hf8 Cu2 P2
44872,Cu1 Hg1 Pd2
44873,Dy1 Al6 Cu6
44874,Er2 Cu1 Pd1
44875,Zr4 Cu1 S8
44876,Ho1 Tm1 Cu2
44877,Yb2 Al2 Cu2
44878,Yb3 Al3 Cu3
44879,K2 Cu2 N2
44880,K4 Cu4 N4
44881,K1 Cu1 N1
44882,Cu1 Ag1 Pd2
44883,La2 Be2 Cu24
44884,Cu12 Pd1 N4
44885,Mg14 Cu1 C1
44886,Mg14 Cu1 C1
44887,Ti2 Mn1 Cu1
44888,Mg1 Cu1 Bi1
44889,Er1 In1 Cu4
44890,K2 Cu6 Te4
44891,Rb3 Cu8 Se6
44892,Li8 Cu2 F14
44893,Li4 Cu1 F7
44894,Hf3 Cu4 Ge2
44895,Cu6 Sn1 O8
44896,Cu4 Se12 Br4
44897,Ce1 Al3 Cu1
44898,Ce1 Al3 Cu1
44899,Li4 Cu4 S4
44900,Li2 Cu2 S2
44901,Li2 Cu2 S2
44902,Li4 Cu4 S4
44903,Li24 Cu24 S24
44904,Li24 Cu24 S24
44905,Li4 Cu4 S4
44906,Li4 Cu4 S4
44907,Li4 Cu4 S4
44908,Li4 Cu4 S4
44909,Li4 Cu4 S4
44910,Li4 Cu4 S4
44911,Li2 Cu2 S2
44912,Mg2 Cu1 As2
44913,Li1 Be1 Cu2
44914,Tm2 Cu6 S6
44915,Yb2 Cu2 Bi2
44916,Yb2 Cu2 Bi2
44917,Y3 In3 Cu3
44918,K2 Cu2 O4
44919,Nd3 Al3 Cu3
44920,Dy2 In3 Cu1
44921,Dy2 In3 Cu1
44922,Li1 Cu1 Au2
44923,Li1 Cu1 Au2
44924,Cu2 Bi4 O8
44925,Cu4 Bi8 O16
44926,Cu1 Bi2 O4
44927,Tb2 In3 Cu1
44928,Tb2 In3 Cu1
44929,Dy2 Cu2 Te4
44930,Dy1 Cu1 Te2
44931,Zn2 Cu2 Au4
44932,Zn1 Cu1 Au2
44933,Y2 Cu2 As4
44934,Hf6 Ga8 Cu4
44935,Ca1 Cu4 As2
44936,Cr1 In1 Cu2
44937,Ho2 Cu5 Ag5
44938,Nd2 Cu4 Sn5
44939,Ce2 Mn3 Cu9
44940,Ho1 Cu2 S2
44941,Cu1 Pd1 O2
44942,Cu2 Pd2 O4
44943,Yb1 Ga8 Cu4
44944,Yb3 Ga24 Cu12
44945,Yb1 Cu1 Se2
44946,Yb1 Cu1 Se2
44947,Y6 Cu6 Sb8
44948,Lu6 Cu22 Si8
44949,Sm1 Cu2 Si2
44950,In11 Cu9 Se20
44951,Yb1 Cu5 S4
44952,Dy2 Cu2 Sn2
44953,Dy2 Cu2 Sn2
44954,Sc5 Cu5 O13
44955,Ba32 Cu64 P120
44956,Er2 Cu4 O8
44957,Be1 Cu1 Pd2
44958,Eu1 Cu4 As2
44959,Dy1 In7 Cu5
44960,Cu4 N8 O24
44961,Cu12 N24 O72
44962,Mg3 Cu1 O4
44963,Cu4 Ge2 O8
44964,Er4 Cu1 Ge8
44965,Al28 Co4 Cu8
44966,Nd1 Cu1 Ge1
44967,Sm2 Cu4 O8
44968,Er1 Cd1 Cu4
44969,Cu1 Re2 Cl1
44970,Ho2 Cu2 As4
44971,K3 Cu2 F7
44972,Mg2 Zn1 Cu1
44973,Zr4 Cu4 Ge4
44974,Al2 Cu1 Tc1
44975,Rb4 Cu4 Se16
44976,Si8
44977,Si8
44978,Si8
44979,Si8
44980,Si100
44981,Si100
44982,Si100
44983,Si100
44984,Si100
44985,Si8
44986,Si1
44987,Si8
44988,Si82
44989,Si12
44990,Si4
44991,Si46
44992,Si4
44993,Si8
44994,Si4
44995,Si106
44996,Si4
44997,Si1
44998,Si2
44999,Si8
45000,Si58
45001,Si9
45002,Si6
45003,Si1
45004,Si40
45005,Si4
45006,Si2
45007,Si6
45008,Si68
45009,Si232
45010,Si8
45011,Si23
45012,Si41
45013,Si46
45014,Si34
45015,Si2
45016,Si1
45017,Si6
45018,Sc4 Zn8
45019,Zn8 Ag4
45020,Ta1 Zn3
45021,Ho1 Zn1
45022,Pa2 Zn6
45023,Zn24 P16
45024,Zn24 P16
45025,Zn6 P4
45026,Zn3 C1
45027,Zn3 C1
45028,Zn2 Os6
45029,Pr1 Zn1
45030,Nd4 Zn12
45031,Zn16 Pd8
45032,Zn4 As2
45033,Sr2 Zn4
45034,Sr4 Zn8
45035,Na3 Zn1
45036,Na6 Zn2
45037,Na3 Zn1
45038,Zn1 Cr3
45039,Tl1 Zn3
45040,Ce1 Zn1
45041,Yb8 Zn22
45042,Zn1 Br6
45043,Sm4 Zn12
45044,Na2 Zn6
45045,Er1 Zn1
45046,Sr4 Zn4
45047,Ti4 Zn8
45048,Dy2 Zn4
45049,Zn20 Pd6
45050,Gd2 Zn17
45051,Gd4 Zn34
45052,Zn4 Pd8
45053,Zn2 Pd4
45054,Zn1 Ag3
45055,Zn2 Ag6
45056,Zn1 Ag3
45057,Zn1 Ir1
45058,Y4 Zn8
45059,Y2 Zn4
45060,Zn20 Fe6
45061,Ca6 Zn2
45062,Ca3 Zn1
45063,Ca6 Zn2
45064,Ca3 Zn1
45065,Ca3 Zn1
45066,Mn3 Zn1
45067,Mn3 Zn1
45068,La6 Zn44
45069,Ce1 Zn5
45070,Pm3 Zn1
45071,Pm6 Zn2
45072,Tb1 Zn12
45073,Zn8 Bi8
45074,Zn2 Bi2
45075,Zn1 Pd3
45076,Zn2 Pd6
45077,Zn1 Pd3
45078,Mg2 Zn4
45079,Mg2 Zn4
45080,Mg2 Zn4
45081,Mg2 Zn4
45082,Mg2 Zn4
45083,Mg2 Zn4
45084,Mg2 Zn4
45085,Mg2 Zn4
45086,Mg2 Zn4
45087,Mg2 Zn4
45088,Mg2 Zn4
45089,Mg2 Zn4
45090,Mg2 Zn4
45091,Mg2 Zn4
45092,Mg4 Zn8
45093,Mg2 Zn4
45094,Mg2 Zn4
45095,Pa3 Zn1
45096,Gd6 Zn23
45097,Zn8 Sb8
45098,Zn51 Co9
45099,Pu2 Zn4
45100,Ho6 Zn23
45101,Zn2 Cl6
45102,Lu4 Zn12
45103,Mn1 Zn13
45104,Mn1 Zn13
45105,Th1 Zn4
45106,Zr1 Zn1
45107,Zr1 Zn1
45108,Sc12 Zn72
45109,Er4 Zn12
45110,Zn2 Se2
45111,Zn2 Se2
45112,Zn1 Se1
45113,Be2 Zn1
45114,Ba2 Zn1
45115,Rb3 Zn1
45116,Zn12 Cl24
45117,Zn4 Cl8
45118,Zn2 Cl4
45119,Zn2 Cl4
45120,Er2 Zn4
45121,La2 Zn22
45122,Zn1 Cu2
45123,Pr2 Zn4
45124,Zn6 Mo1
45125,Zn1 Rh3
45126,Ac2 Zn6
45127,Na2 Zn26
45128,Mg20 Zn35
45129,Pr4 Zn12
45130,Yb1 Zn1
45131,Yb1 Zn1
45132,La1 Zn1
45133,Zr5 Zn39
45134,Sm26 Zn116
45135,Hf2 Zn44
45136,Zn24 Au40
45137,Zn4 P16
45138,Zn3 Ir1
45139,Sm3 Zn11
45140,Gd3 Zn1
45141,Ca4 Zn2
45142,Zr8 Zn2
45143,Ti12 Zn88
45144,Y4 Zn12
45145,Er1 Zn5
45146,Er6 Zn30
45147,Ca4 Zn51
45148,Zn3 Ge1
45149,Ti1 Zn1
45150,Zn1 I6
45151,Tm4 Zn12
45152,Np1 Zn1
45153,Zn1 Sn3
45154,Zn2 Sn6
45155,Zn1 Sn3
45156,La2 Zn4
45157,Pu26 Zn116
45158,Ti2 Zn32
45159,Zn1 Mo3
45160,K3 Zn1
45161,K3 Zn1
45162,K3 Zn1
45163,Zn2 Pd2
45164,Sm3 Zn1
45165,Sm6 Zn2
45166,Zn2 Sb4
45167,Ba2 Zn10
45168,Sr4 Zn51
45169,Zn1 Pt3
45170,Th3 Zn1
45171,La2 Zn8
45172,Zn3 Cu1
45173,Zn6 Cu2
45174,Yb2 Zn4
45175,Zn3 Cr1
45176,Yb2 Zn6
45177,Ca1 Zn3
45178,Ca8 Zn24
45179,Ca2 Zn6
45180,Ca1 Zn3
45181,Ca1 Zn3
45182,Tb4 Zn12
45183,Hf2 Zn6
45184,Mg3 Zn3
45185,Mg3 Zn3
45186,Mg3 Zn3
45187,Mg2 Zn2
45188,Mg3 Zn3
45189,Mg6 Zn6
45190,Mg3 Zn3
45191,Mg3 Zn3
45192,Mg3 Zn3
45193,Mg2 Zn2
45194,Mg2 Zn2
45195,Mg1 Zn1
45196,Mg3 Zn3
45197,Mg2 Zn2
45198,Mg1 Zn1
45199,Mg1 Zn1
45200,Mg6 Zn6
45201,Mg1 Zn1
45202,Zn6 Ru2
45203,Eu1 Zn5
45204,Zn1 Ni3
45205,Zn1 Ni3
45206,Sr2 Zn22
45207,Mg1 Zn3
45208,Mg1 Zn3
45209,Mg1 Zn3
45210,Mg1 Zn3
45211,Mg2 Zn6
45212,Mg1 Zn3
45213,Zn2 H2
45214,Nd1 Zn5
45215,Zn7 Mo1
45216,Rb2 Zn26
45217,Zn1 Ni4
45218,Si4 Pt4
45219,Ac2 Si6
45220,Th4 Si4
45221,La2 Si20
45222,Si6 Mo2
45223,Cs16 Si16
45224,Cs32 Si32
45225,Si1 Hg3
45226,Si2 Hg6
45227,Cr4 Si4
45228,Ce1 Si5
45229,Na6 Si34
45230,Ga6 Si2
45231,Ga3 Si1
45232,Ga3 Si1
45233,Si4 Os4
45234,Si1 Os1
45235,Pr10 Si6
45236,Mg8 Si14
45237,Mg8 Si14
45238,Mg8 Si14
45239,Mg8 Si14
45240,Mg8 Si14
45241,Mg8 Si14
45242,Mg8 Si14
45243,Mg8 Si14
45244,Mg8 Si14
45245,Mg8 Si14
45246,Mg8 Si14
45247,Mg8 Si14
45248,Mg8 Si14
45249,Mg8 Si14
45250,Mg8 Si14
45251,Mg8 Si14
45252,Mg8 Si14
45253,Mg8 Si14
45254,Mg8 Si14
45255,Mg8 Si14
45256,Mg8 Si14
45257,Mg8 Si14
45258,Mg8 Si14
45259,Mg8 Si14
45260,Mg8 Si14
45261,Mg8 Si14
45262,Mg8 Si14
45263,Mg8 Si14
45264,Mg8 Si14
45265,Mg8 Si14
45266,Mg8 Si14
45267,Mg8 Si14
45268,Mg8 Si14
45269,Mg8 Si14
45270,Mg8 Si14
45271,Mg8 Si14
45272,Mg8 Si14
45273,Mg8 Si14
45274,Mg8 Si14
45275,Mg8 Si14
45276,Mg8 Si14
45277,Mg8 Si14
45278,Mg8 Si14
45279,Mg8 Si14
45280,Mg4 Si7
45281,Si1 C3
45282,Zr20 Si16
45283,Ti10 Si6
45284,Si6 W10
45285,Mn3 Si1
45286,Mn3 Si1
45287,Hf10 Si6
45288,V12 Si10
45289,V12 Si10
45290,Si4 Mo6
45291,Si10 Ir8
45292,Si20 O30
45293,Ce2 Si4
45294,Ba20 Si138
45295,Si4 O10
45296,Si8 P16
45297,Si4 P8
45298,Al1 Si1
45299,Na3 Si34
45300,Li42 Si18
45301,Al4 Si1
45302,Si2 Rh3
45303,Hf4 Si4
45304,Eu2 Si4
45305,Eu1 Si2
45306,Si4 H16
45307,Na8 Si46
45308,Mg14 Si8
45309,Mg14 Si8
45310,Mg14 Si8
45311,Mg14 Si8
45312,Mg14 Si8
45313,Mg14 Si8
45314,Mg14 Si8
45315,Mg14 Si8
45316,Mg14 Si8
45317,Mg14 Si8
45318,Mg14 Si8
45319,Mg14 Si8
45320,Mg14 Si8
45321,Mg14 Si8
45322,Mg14 Si8
45323,Mg14 Si8
45324,Mg14 Si8
45325,Mg14 Si8
45326,Mg14 Si8
45327,Mg14 Si8
45328,Mg14 Si8
45329,Mg14 Si8
45330,Mg14 Si8
45331,Mg14 Si8
45332,Mg14 Si8
45333,Mg14 Si8
45334,Mg14 Si8
45335,Mg14 Si8
45336,Mg14 Si8
45337,Mg14 Si8
45338,Si6 O6
45339,Si2 Au6
45340,Si1 Au3
45341,Ho4 Si12
45342,Np6 Si4
45343,Si3 F1
45344,Ta4 Si2
45345,Nd2 Si4
45346,Nd2 Si4
45347,Na8 Si8
45348,Na8 Si8
45349,Sr4 Si4
45350,Sr2 Si2
45351,Sr10 Si10
45352,Sr1 Si1
45353,Yb3 Si5
45354,Mn28 Si46
45355,Si48 O107
45356,Yb4 Si12
45357,Zr24 Si8
45358,Zr6 Si2
45359,Co6 Si2
45360,Si12 P12
45361,Si1 P1
45362,Nd20 Si16
45363,Nd20 Si16
45364,Li28 Si8
45365,Lu1 Si3
45366,Er2 Si3
45367,Si1 Rh3
45368,Si4 W6
45369,Si2 Tc6
45370,Co4 Si4
45371,Co1 Si1
45372,Tm1 Si3
45373,Ho10 Si17
45374,Ti2 Si4
45375,Ti2 Si4
45376,Ti1 Si2
45377,Ti2 Si4
45378,Ho12 Si16
45379,In6 Si2
45380,In3 Si1
45381,Si16 O36
45382,Si4 Os2
45383,Si16 Os8
45384,Ba8 Si4
45385,U6 Si2
45386,U6 Si2
45387,U3 Si1
45388,Mg149 Si1
45389,Si16 Ni24
45390,Li1 Si3
45391,Li2 Si6
45392,Tb4 Si7
45393,Tb8 Si14
45394,Si16 Rh12
45395,Cu3 Si1
45396,Cu6 Si2
45397,Si4 Ni8
45398,Si2 Ni4
45399,Re6 Si2
45400,Hf20 Si16
45401,Mg6 Si8
45402,Mg6 Si8
45403,Mg6 Si8
45404,Mg6 Si8
45405,Mg6 Si8
45406,Mg6 Si8
45407,Mg6 Si8
45408,Mg6 Si8
45409,Mg6 Si8
45410,Mg6 Si8
45411,Mg6 Si8
45412,Mg6 Si8
45413,Mg6 Si8
45414,Mg12 Si16
45415,Mg6 Si8
45416,Mg6 Si8
45417,Mg6 Si8
45418,Zn1 Cu2 N2
45419,Mg14 Zn1 Mo1
45420,Mg14 Zn1 Mo1
45421,Ce2 Zn1 In1
45422,Ce1 Zn1 Ni4
45423,Y4 Zn1 Ga3
45424,Zn8 Se8 O24
45425,Zn4 Se4 O12
45426,Ac1 Yb1 Zn2
45427,Ce4 Zn4 Cu10
45428,Ti2 Zn1 Ir1
45429,Ca4 Zn6 Sn12
45430,Zn2 Sn2 S6
45431,Ti1 Zn1 Pd2
45432,Eu2 Zn1 Sb2
45433,Zn2 Pt6 O8
45434,Zn2 Fe10 O14
45435,Sm3 Zn3 Ni3
45436,Ho2 Zn1 Cu1
45437,Zn12 Ni14 Ge4
45438,Tm1 Zn1 Pd2
45439,Pm1 Zn2 Ag1
45440,Pr12 Zn2 Fe26
45441,Ca1 Eu1 Zn2
45442,Tb2 Zn1 Ag1
45443,Zn4 Co4 O10
45444,Dy2 Zn1 In1
45445,La3 Zn4 Pd4
45446,Zn2 Cr4 O10
45447,Zn2 Cr4 O10
45448,Ca1 Tm1 Zn2
45449,Ca1 Pm1 Zn2
45450,Zn5 C2 O12
45451,Mg12 Zn2 Fe2
45452,Mg6 Zn1 Fe1
45453,Nd3 Zn3 Pd3
45454,Sr2 Zn1 Sn1
45455,Zn1 W2 N2
45456,Mg12 Zn2 W2
45457,Mg12 Zn2 W2
45458,Rb4 Zn10 As8
45459,Ce4 Zn4 Ge4
45460,Zn4 Bi4 O12
45461,Zn1 Bi1 O3
45462,Hf1 Zn1 Ir2
45463,Nd1 Tm1 Zn2
45464,Ca1 Ac1 Zn2
45465,Mn8 Zn14 Ga27
45466,Ti4 Al11 Zn1
45467,Zn1 B1 Se2
45468,Ho4 Zn4 Rh4
45469,Ca1 Mg1 Zn2
45470,Dy4 Zn4 Rh4
45471,Ba2 Zn2 Sb4
